email,name,attribs
mairie@chevroux.fr,CHEVROUX,"{""nom_commune"": ""CHEVROUX"", ""departement_numero"": ""1"", ""zipcode"": ""01190"", ""population_commune"": ""938"", ""code_insee"": ""1102"", ""city"": ""CHEVROUX"", ""state"": ""AIN""}"
mairie@ville-chevry.fr,CHEVRY,"{""nom_commune"": ""CHEVRY"", ""departement_numero"": ""1"", ""zipcode"": ""01170"", ""population_commune"": ""1269"", ""code_insee"": ""1103"", ""city"": ""CHEVRY"", ""state"": ""AIN""}"
chezery@chezery.fr,CHÉZERY-FORENS,"{""nom_commune"": ""CHÉZERY-FORENS"", ""departement_numero"": ""1"", ""zipcode"": ""01410"", ""population_commune"": ""449"", ""code_insee"": ""1104"", ""city"": ""CHÉZERY-FORENS"", ""state"": ""AIN""}"
accueil@mairie-civrieux01.fr,CIVRIEUX,"{""nom_commune"": ""CIVRIEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01390"", ""population_commune"": ""1347"", ""code_insee"": ""1105"", ""city"": ""CIVRIEUX"", ""state"": ""AIN""}"
cize.mairie@wanadoo.fr,CIZE,"{""nom_commune"": ""CIZE"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""172"", ""code_insee"": ""1106"", ""city"": ""CIZE"", ""state"": ""AIN""}"
mairie@cize-jura.fr,CIZE,"{""nom_commune"": ""CIZE"", ""departement_numero"": ""39"", ""zipcode"": ""39300"", ""population_commune"": ""172"", ""code_insee"": ""1106"", ""city"": ""CIZE"", ""state"": ""AIN""}"
mairie.cleyzieu@k-net.fr,CLEYZIEU,"{""nom_commune"": ""CLEYZIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01230"", ""population_commune"": ""137"", ""code_insee"": ""1107"", ""city"": ""CLEYZIEU"", ""state"": ""AIN""}"
mairie.de.coligny@wanadoo.fr,COLIGNY,"{""nom_commune"": ""COLIGNY"", ""departement_numero"": ""1"", ""zipcode"": ""01270"", ""population_commune"": ""1160"", ""code_insee"": ""1108"", ""city"": ""COLIGNY"", ""state"": ""AIN""}"
mairie@collonges.fr,COLLONGES,"{""nom_commune"": ""COLLONGES"", ""departement_numero"": ""1"", ""zipcode"": ""01550"", ""population_commune"": ""1979"", ""code_insee"": ""1109"", ""city"": ""COLLONGES"", ""state"": ""AIN""}"
mairie.colomieu@wanadoo.fr,COLOMIEU,"{""nom_commune"": ""COLOMIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""112"", ""code_insee"": ""1110"", ""city"": ""COLOMIEU"", ""state"": ""AIN""}"
mairie.conand@gmail.com,CONAND,"{""nom_commune"": ""CONAND"", ""departement_numero"": ""1"", ""zipcode"": ""01230"", ""population_commune"": ""102"", ""code_insee"": ""1111"", ""city"": ""CONAND"", ""state"": ""AIN""}"
mairie@condamine.fr,CONDAMINE,"{""nom_commune"": ""CONDAMINE"", ""departement_numero"": ""1"", ""zipcode"": ""01430"", ""population_commune"": ""406"", ""code_insee"": ""1112"", ""city"": ""CONDAMINE"", ""state"": ""AIN""}"
mairie.condamine@wanadoo.fr,CONDAMINE,"{""nom_commune"": ""CONDAMINE"", ""departement_numero"": ""39"", ""zipcode"": ""39570"", ""population_commune"": ""406"", ""code_insee"": ""1112"", ""city"": ""CONDAMINE"", ""state"": ""AIN""}"
mairie@condeissiat.fr,CONDEISSIAT,"{""nom_commune"": ""CONDEISSIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01400"", ""population_commune"": ""763"", ""code_insee"": ""1113"", ""city"": ""CONDEISSIAT"", ""state"": ""AIN""}"
mairie.confort@gmail.com,CONFORT,"{""nom_commune"": ""CONFORT"", ""departement_numero"": ""1"", ""zipcode"": ""01200"", ""population_commune"": ""539"", ""code_insee"": ""1114"", ""city"": ""CONFORT"", ""state"": ""AIN""}"
mairie@confrancon.fr,CONFRANÇON,"{""nom_commune"": ""CONFRANÇON"", ""departement_numero"": ""1"", ""zipcode"": ""01310"", ""population_commune"": ""1200"", ""code_insee"": ""1115"", ""city"": ""CONFRANÇON"", ""state"": ""AIN""}"
contrevozmairie@orange.fr,CONTREVOZ,"{""nom_commune"": ""CONTREVOZ"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""538"", ""code_insee"": ""1116"", ""city"": ""CONTREVOZ"", ""state"": ""AIN""}"
commune.conzieu@wanadoo.fr,CONZIEU,"{""nom_commune"": ""CONZIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""144"", ""code_insee"": ""1117"", ""city"": ""CONZIEU"", ""state"": ""AIN""}"
contact@mairie-corbonod.fr,CORBONOD,"{""nom_commune"": ""CORBONOD"", ""departement_numero"": ""1"", ""zipcode"": ""01420"", ""population_commune"": ""1190"", ""code_insee"": ""1118"", ""city"": ""CORBONOD"", ""state"": ""AIN""}"
commune-corlier@orange.fr,CORLIER,"{""nom_commune"": ""CORLIER"", ""departement_numero"": ""1"", ""zipcode"": ""01110"", ""population_commune"": ""121"", ""code_insee"": ""1121"", ""city"": ""CORLIER"", ""state"": ""AIN""}"
mairie@cormoranche.fr,CORMORANCHE-SUR-SAÔNE,"{""nom_commune"": ""CORMORANCHE-SUR-SAÔNE"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""1064"", ""code_insee"": ""1123"", ""city"": ""CORMORANCHE-SUR-SAÔNE"", ""state"": ""AIN""}"
mairie@cormoz.fr,CORMOZ,"{""nom_commune"": ""CORMOZ"", ""departement_numero"": ""1"", ""zipcode"": ""01560"", ""population_commune"": ""644"", ""code_insee"": ""1124"", ""city"": ""CORMOZ"", ""state"": ""AIN""}"
mairie@corveissiat.fr,CORVEISSIAT,"{""nom_commune"": ""CORVEISSIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""612"", ""code_insee"": ""1125"", ""city"": ""CORVEISSIAT"", ""state"": ""AIN""}"
mairie@courmangoux.fr,COURMANGOUX,"{""nom_commune"": ""COURMANGOUX"", ""departement_numero"": ""1"", ""zipcode"": ""01370"", ""population_commune"": ""507"", ""code_insee"": ""1127"", ""city"": ""COURMANGOUX"", ""state"": ""AIN""}"
mairie.de.courtes@wanadoo.fr,COURTES,"{""nom_commune"": ""COURTES"", ""departement_numero"": ""1"", ""zipcode"": ""01560"", ""population_commune"": ""275"", ""code_insee"": ""1128"", ""city"": ""COURTES"", ""state"": ""AIN""}"
mairie.crans@gmail.com,CRANS,"{""nom_commune"": ""CRANS"", ""departement_numero"": ""1"", ""zipcode"": ""01320"", ""population_commune"": ""266"", ""code_insee"": ""1129"", ""city"": ""CRANS"", ""state"": ""AIN""}"
mairie.crans39@orange.fr,CRANS,"{""nom_commune"": ""CRANS"", ""departement_numero"": ""39"", ""zipcode"": ""39300"", ""population_commune"": ""266"", ""code_insee"": ""1129"", ""city"": ""CRANS"", ""state"": ""AIN""}"
secretairemairie.cressin-rochefort@orange.fr,CRESSIN-ROCHEFORT,"{""nom_commune"": ""CRESSIN-ROCHEFORT"", ""departement_numero"": ""1"", ""zipcode"": ""01350"", ""population_commune"": ""376"", ""code_insee"": ""1133"", ""city"": ""CRESSIN-ROCHEFORT"", ""state"": ""AIN""}"
mairie@crottet.fr,CROTTET,"{""nom_commune"": ""CROTTET"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""1722"", ""code_insee"": ""1134"", ""city"": ""CROTTET"", ""state"": ""AIN""}"
accueil@crozet.fr,CROZET,"{""nom_commune"": ""CROZET"", ""departement_numero"": ""1"", ""zipcode"": ""01170"", ""population_commune"": ""1913"", ""code_insee"": ""1135"", ""city"": ""CROZET"", ""state"": ""AIN""}"
mairie@cruzilleslesmepillat.fr,CRUZILLES-LÈS-MÉPILLAT,"{""nom_commune"": ""CRUZILLES-LÈS-MÉPILLAT"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""828"", ""code_insee"": ""1136"", ""city"": ""CRUZILLES-LÈS-MÉPILLAT"", ""state"": ""AIN""}"
mairie.curciat@free.fr,CURCIAT-DONGALON,"{""nom_commune"": ""CURCIAT-DONGALON"", ""departement_numero"": ""1"", ""zipcode"": ""01560"", ""population_commune"": ""454"", ""code_insee"": ""1139"", ""city"": ""CURCIAT-DONGALON"", ""state"": ""AIN""}"
secretariat@curtafond-mairie.com,CURTAFOND,"{""nom_commune"": ""CURTAFOND"", ""departement_numero"": ""1"", ""zipcode"": ""01310"", ""population_commune"": ""714"", ""code_insee"": ""1140"", ""city"": ""CURTAFOND"", ""state"": ""AIN""}"
mairie.cuzieu01@wanadoo.fr,CUZIEU,"{""nom_commune"": ""CUZIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""410"", ""code_insee"": ""1141"", ""city"": ""CUZIEU"", ""state"": ""AIN""}"
mairie@cuzieu.fr,CUZIEU,"{""nom_commune"": ""CUZIEU"", ""departement_numero"": ""42"", ""zipcode"": ""42330"", ""population_commune"": ""410"", ""code_insee"": ""1141"", ""city"": ""CUZIEU"", ""state"": ""AIN""}"
accueil@ville-dagneux.fr,DAGNEUX,"{""nom_commune"": ""DAGNEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01120"", ""population_commune"": ""4183"", ""code_insee"": ""1142"", ""city"": ""DAGNEUX"", ""state"": ""AIN""}"
contact@divonne.fr,DIVONNE-LES-BAINS,"{""nom_commune"": ""DIVONNE-LES-BAINS"", ""departement_numero"": ""1"", ""zipcode"": ""01220"", ""population_commune"": ""8388"", ""code_insee"": ""1143"", ""city"": ""DIVONNE-LES-BAINS"", ""state"": ""AIN""}"
mairie@dommartin25.fr,DOMMARTIN,"{""nom_commune"": ""DOMMARTIN"", ""departement_numero"": ""25"", ""zipcode"": ""25300"", ""population_commune"": ""857"", ""code_insee"": ""1144"", ""city"": ""DOMMARTIN"", ""state"": ""AIN""}"
mairie.dommartin58@wanadoo.fr,DOMMARTIN,"{""nom_commune"": ""DOMMARTIN"", ""departement_numero"": ""58"", ""zipcode"": ""58120"", ""population_commune"": ""857"", ""code_insee"": ""1144"", ""city"": ""DOMMARTIN"", ""state"": ""AIN""}"
contact@mairiedommartin.fr,DOMMARTIN,"{""nom_commune"": ""DOMMARTIN"", ""departement_numero"": ""69"", ""zipcode"": ""69380"", ""population_commune"": ""857"", ""code_insee"": ""1144"", ""city"": ""DOMMARTIN"", ""state"": ""AIN""}"
dommartin.mairie@wanadoo.fr,DOMMARTIN,"{""nom_commune"": ""DOMMARTIN"", ""departement_numero"": ""80"", ""zipcode"": ""80440"", ""population_commune"": ""857"", ""code_insee"": ""1144"", ""city"": ""DOMMARTIN"", ""state"": ""AIN""}"
mairie@dompierre-sur-veyle.fr,DOMPIERRE-SUR-VEYLE,"{""nom_commune"": ""DOMPIERRE-SUR-VEYLE"", ""departement_numero"": ""1"", ""zipcode"": ""01240"", ""population_commune"": ""1210"", ""code_insee"": ""1145"", ""city"": ""DOMPIERRE-SUR-VEYLE"", ""state"": ""AIN""}"
mairie.dompierresurchalaronne@gmail.com,DOMPIERRE-SUR-CHALARONNE,"{""nom_commune"": ""DOMPIERRE-SUR-CHALARONNE"", ""departement_numero"": ""1"", ""zipcode"": ""01400"", ""population_commune"": ""391"", ""code_insee"": ""1146"", ""city"": ""DOMPIERRE-SUR-CHALARONNE"", ""state"": ""AIN""}"
mairie@domsure.fr,DOMSURE,"{""nom_commune"": ""DOMSURE"", ""departement_numero"": ""1"", ""zipcode"": ""01270"", ""population_commune"": ""469"", ""code_insee"": ""1147"", ""city"": ""DOMSURE"", ""state"": ""AIN""}"
mairie.dortan@wanadoo.fr,DORTAN,"{""nom_commune"": ""DORTAN"", ""departement_numero"": ""1"", ""zipcode"": ""01590"", ""population_commune"": ""1934"", ""code_insee"": ""1148"", ""city"": ""DORTAN"", ""state"": ""AIN""}"
mairie@douvres.fr,DOUVRES,"{""nom_commune"": ""DOUVRES"", ""departement_numero"": ""1"", ""zipcode"": ""01500"", ""population_commune"": ""983"", ""code_insee"": ""1149"", ""city"": ""DOUVRES"", ""state"": ""AIN""}"
mairie@drom.fr,DROM,"{""nom_commune"": ""DROM"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""211"", ""code_insee"": ""1150"", ""city"": ""DROM"", ""state"": ""AIN""}"
accueil@mairiedruillat.fr,DRUILLAT,"{""nom_commune"": ""DRUILLAT"", ""departement_numero"": ""1"", ""zipcode"": ""01160"", ""population_commune"": ""1144"", ""code_insee"": ""1151"", ""city"": ""DRUILLAT"", ""state"": ""AIN""}"
com01faramans@wanadoo.fr,FARAMANS,"{""nom_commune"": ""FARAMANS"", ""departement_numero"": ""1"", ""zipcode"": ""01800"", ""population_commune"": ""712"", ""code_insee"": ""1156"", ""city"": ""FARAMANS"", ""state"": ""AIN""}"
mairie.faramans@gmail.com,FARAMANS,"{""nom_commune"": ""FARAMANS"", ""departement_numero"": ""38"", ""zipcode"": ""38260"", ""population_commune"": ""712"", ""code_insee"": ""1156"", ""city"": ""FARAMANS"", ""state"": ""AIN""}"
mairie@mairie-fareins.com,FAREINS,"{""nom_commune"": ""FAREINS"", ""departement_numero"": ""1"", ""zipcode"": ""01480"", ""population_commune"": ""2175"", ""code_insee"": ""1157"", ""city"": ""FAREINS"", ""state"": ""AIN""}"
contact@mairie-farges.fr,FARGES,"{""nom_commune"": ""FARGES"", ""departement_numero"": ""1"", ""zipcode"": ""01550"", ""population_commune"": ""901"", ""code_insee"": ""1158"", ""city"": ""FARGES"", ""state"": ""AIN""}"
commune-de-feillens@wanadoo.fr,FEILLENS,"{""nom_commune"": ""FEILLENS"", ""departement_numero"": ""1"", ""zipcode"": ""01570"", ""population_commune"": ""3108"", ""code_insee"": ""1159"", ""city"": ""FEILLENS"", ""state"": ""AIN""}"
service.courrier@ferney-voltaire.fr,FERNEY-VOLTAIRE,"{""nom_commune"": ""FERNEY-VOLTAIRE"", ""departement_numero"": ""1"", ""zipcode"": ""01210"", ""population_commune"": ""8452"", ""code_insee"": ""1160"", ""city"": ""FERNEY-VOLTAIRE"", ""state"": ""AIN""}"
mairie.flaxieu@gmail.com,FLAXIEU,"{""nom_commune"": ""FLAXIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01350"", ""population_commune"": ""66"", ""code_insee"": ""1162"", ""city"": ""FLAXIEU"", ""state"": ""AIN""}"
mairie@foissiat.com,FOISSIAT,"{""nom_commune"": ""FOISSIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01340"", ""population_commune"": ""1961"", ""code_insee"": ""1163"", ""city"": ""FOISSIAT"", ""state"": ""AIN""}"
contact@francheleins.fr,FRANCHELEINS,"{""nom_commune"": ""FRANCHELEINS"", ""departement_numero"": ""1"", ""zipcode"": ""01090"", ""population_commune"": ""1370"", ""code_insee"": ""1165"", ""city"": ""FRANCHELEINS"", ""state"": ""AIN""}"
mairiedefrans@frans.fr,FRANS,"{""nom_commune"": ""FRANS"", ""departement_numero"": ""1"", ""zipcode"": ""01480"", ""population_commune"": ""1974"", ""code_insee"": ""1166"", ""city"": ""FRANS"", ""state"": ""AIN""}"
mairie@garnerans.com,GARNERANS,"{""nom_commune"": ""GARNERANS"", ""departement_numero"": ""1"", ""zipcode"": ""01140"", ""population_commune"": ""660"", ""code_insee"": ""1167"", ""city"": ""GARNERANS"", ""state"": ""AIN""}"
mairie@genouilleux.fr,GENOUILLEUX,"{""nom_commune"": ""GENOUILLEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01090"", ""population_commune"": ""605"", ""code_insee"": ""1169"", ""city"": ""GENOUILLEUX"", ""state"": ""AIN""}"
mairie.geovreisset@wanadoo.fr,GÉOVREISSET,"{""nom_commune"": ""GÉOVREISSET"", ""departement_numero"": ""1"", ""zipcode"": ""01100"", ""population_commune"": ""912"", ""code_insee"": ""1171"", ""city"": ""GÉOVREISSET"", ""state"": ""AIN""}"
mairie@ville-gex.fr,GEX,"{""nom_commune"": ""GEX"", ""departement_numero"": ""1"", ""zipcode"": ""01170"", ""population_commune"": ""10446"", ""code_insee"": ""1173"", ""city"": ""GEX"", ""state"": ""AIN""}"
mairie@giron-1000.fr,GIRON,"{""nom_commune"": ""GIRON"", ""departement_numero"": ""1"", ""zipcode"": ""01130"", ""population_commune"": ""166"", ""code_insee"": ""1174"", ""city"": ""GIRON"", ""state"": ""AIN""}"
communegorrevod@orange.fr,GORREVOD,"{""nom_commune"": ""GORREVOD"", ""departement_numero"": ""1"", ""zipcode"": ""01190"", ""population_commune"": ""802"", ""code_insee"": ""1175"", ""city"": ""GORREVOD"", ""state"": ""AIN""}"
commune.grand-corent@orange.fr,GRAND-CORENT,"{""nom_commune"": ""GRAND-CORENT"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""167"", ""code_insee"": ""1177"", ""city"": ""GRAND-CORENT"", ""state"": ""AIN""}"
mairie@grieges.fr,GRIÈGES,"{""nom_commune"": ""GRIÈGES"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""1913"", ""code_insee"": ""1179"", ""city"": ""GRIÈGES"", ""state"": ""AIN""}"
info@mairie-grilly.fr,GRILLY,"{""nom_commune"": ""GRILLY"", ""departement_numero"": ""1"", ""zipcode"": ""01220"", ""population_commune"": ""775"", ""code_insee"": ""1180"", ""city"": ""GRILLY"", ""state"": ""AIN""}"
mairie@mairiegroissiat.fr,GROISSIAT,"{""nom_commune"": ""GROISSIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01100"", ""population_commune"": ""1153"", ""code_insee"": ""1181"", ""city"": ""GROISSIAT"", ""state"": ""AIN""}"
mairie-guereins@outlook.fr,GUÉREINS,"{""nom_commune"": ""GUÉREINS"", ""departement_numero"": ""1"", ""zipcode"": ""01090"", ""population_commune"": ""1341"", ""code_insee"": ""1183"", ""city"": ""GUÉREINS"", ""state"": ""AIN""}"
mairie@hautecourt-romaneche.fr,HAUTECOURT-ROMANÈCHE,"{""nom_commune"": ""HAUTECOURT-ROMANÈCHE"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""791"", ""code_insee"": ""1184"", ""city"": ""HAUTECOURT-ROMANÈCHE"", ""state"": ""AIN""}"
secretariat@illiat.fr,ILLIAT,"{""nom_commune"": ""ILLIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01140"", ""population_commune"": ""572"", ""code_insee"": ""1188"", ""city"": ""ILLIAT"", ""state"": ""AIN""}"
mairie@injoux-genissiat.fr,INJOUX-GÉNISSIAT,"{""nom_commune"": ""INJOUX-GÉNISSIAT"", ""departement_numero"": ""1"", ""zipcode"": ""01200"", ""population_commune"": ""1102"", ""code_insee"": ""1189"", ""city"": ""INJOUX-GÉNISSIAT"", ""state"": ""AIN""}"
mairie@innimond.fr,INNIMOND,"{""nom_commune"": ""INNIMOND"", ""departement_numero"": ""1"", ""zipcode"": ""01680"", ""population_commune"": ""116"", ""code_insee"": ""1190"", ""city"": ""INNIMOND"", ""state"": ""AIN""}"
mairie.izenave@orange.fr,IZENAVE,"{""nom_commune"": ""IZENAVE"", ""departement_numero"": ""1"", ""zipcode"": ""01430"", ""population_commune"": ""166"", ""code_insee"": ""1191"", ""city"": ""IZENAVE"", ""state"": ""AIN""}"
mairie@izernore.fr,IZERNORE,"{""nom_commune"": ""IZERNORE"", ""departement_numero"": ""1"", ""zipcode"": ""01580"", ""population_commune"": ""2294"", ""code_insee"": ""1192"", ""city"": ""IZERNORE"", ""state"": ""AIN""}"
mairie-izieu@orange.fr,IZIEU,"{""nom_commune"": ""IZIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01300"", ""population_commune"": ""201"", ""code_insee"": ""1193"", ""city"": ""IZIEU"", ""state"": ""AIN""}"
mairie@jassansriottier.fr,JASSANS-RIOTTIER,"{""nom_commune"": ""JASSANS-RIOTTIER"", ""departement_numero"": ""1"", ""zipcode"": ""01480"", ""population_commune"": ""6044"", ""code_insee"": ""1194"", ""city"": ""JASSANS-RIOTTIER"", ""state"": ""AIN""}"
mairie@jasseron.com,JASSERON,"{""nom_commune"": ""JASSERON"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""1622"", ""code_insee"": ""1195"", ""city"": ""JASSERON"", ""state"": ""AIN""}"
mairie@jayat.fr,JAYAT,"{""nom_commune"": ""JAYAT"", ""departement_numero"": ""1"", ""zipcode"": ""01340"", ""population_commune"": ""1076"", ""code_insee"": ""1196"", ""city"": ""JAYAT"", ""state"": ""AIN""}"
contact@mairiejournans.fr,JOURNANS,"{""nom_commune"": ""JOURNANS"", ""departement_numero"": ""1"", ""zipcode"": ""01250"", ""population_commune"": ""332"", ""code_insee"": ""1197"", ""city"": ""JOURNANS"", ""state"": ""AIN""}"
secretariat@commune-joyeux.fr,JOYEUX,"{""nom_commune"": ""JOYEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01800"", ""population_commune"": ""237"", ""code_insee"": ""1198"", ""city"": ""JOYEUX"", ""state"": ""AIN""}"
accueil@jujurieux.fr,JUJURIEUX,"{""nom_commune"": ""JUJURIEUX"", ""departement_numero"": ""1"", ""zipcode"": ""01640"", ""population_commune"": ""2124"", ""code_insee"": ""1199"", ""city"": ""JUJURIEUX"", ""state"": ""AIN""}"
commune.labalme@orange.fr,LABALME,"{""nom_commune"": ""LABALME"", ""departement_numero"": ""1"", ""zipcode"": ""01450"", ""population_commune"": ""204"", ""code_insee"": ""1200"", ""city"": ""LABALME"", ""state"": ""AIN""}"
dgs@mairie-lagnieu.fr,LAGNIEU,"{""nom_commune"": ""LAGNIEU"", ""departement_numero"": ""1"", ""zipcode"": ""01150"", ""population_commune"": ""6785"", ""code_insee"": ""1202"", ""city"": ""LAGNIEU"", ""state"": ""AIN""}"
mairie-laiz@laiz.fr,LAIZ,"{""nom_commune"": ""LAIZ"", ""departement_numero"": ""1"", ""zipcode"": ""01290"", ""population_commune"": ""1148"", ""code_insee"": ""1203"", ""city"": ""LAIZ"", ""state"": ""AIN""}"
mairiedelantenay@wanadoo.fr,LANTENAY,"{""nom_commune"": ""LANTENAY"", ""departement_numero"": ""1"", ""zipcode"": ""01430"", ""population_commune"": ""260"", ""code_insee"": ""1206"", ""city"": ""LANTENAY"", ""state"": ""AIN""}"
mairie.lantenay@outlook.com,LANTENAY,"{""nom_commune"": ""LANTENAY"", ""departement_numero"": ""21"", ""zipcode"": ""21370"", ""population_commune"": ""260"", ""code_insee"": ""1206"", ""city"": ""LANTENAY"", ""state"": ""AIN""}"
lapeyrouse-mairie@orange.fr,LAPEYROUSE,"{""nom_commune"": ""LAPEYROUSE"", ""departement_numero"": ""1"", ""zipcode"": ""01330"", ""population_commune"": ""295"", ""code_insee"": ""1207"", ""city"": ""LAPEYROUSE"", ""state"": ""AIN""}"
mairie.lapeyrouse63700@gmail.com,LAPEYROUSE,"{""nom_commune"": ""LAPEYROUSE"", ""departement_numero"": ""63"", ""zipcode"": ""63700"", ""population_commune"": ""295"", ""code_insee"": ""1207"", ""city"": ""LAPEYROUSE"", ""state"": ""AIN""}"
commune-de-lavours@orange.fr,LAVOURS,"{""nom_commune"": ""LAVOURS"", ""departement_numero"": ""1"", ""zipcode"": ""01350"", ""population_commune"": ""151"", ""code_insee"": ""1208"", ""city"": ""LAVOURS"", ""state"": ""AIN""}"
mairie@leaz.fr,LÉAZ,"{""nom_commune"": ""LÉAZ"", ""departement_numero"": ""1"", ""zipcode"": ""01200"", ""population_commune"": ""577"", ""code_insee"": ""1209"", ""city"": ""LÉAZ"", ""state"": ""AIN""}"
